,name,author,book_depository_stars,isbn,category
29951,Who Was Albert Einstein?,Jess Brallier,4.0,9780448424965,Teen-Young-Adult
29952,What to Do When You Dread Your Bed,Dawn Huebner,4.5,9781433803185,Teen-Young-Adult
29953,If I Stay,Gayle Forman,4.0,9781862308312,Teen-Young-Adult
29954,The Mortal Instruments Slipcase: Six books,Cassandra Clare,4.5,9781406359824,Teen-Young-Adult
29955,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,4.5,9780141356099,Teen-Young-Adult
29956,Walt Disney's Alice in Wonderland,Random House Disney,4.5,9780736426701,Teen-Young-Adult
29957,The Land of Stories: Beyond the Kingdoms,Chris Colfer,4.5,9780349124407,Teen-Young-Adult
29958,The 5th Wave: The Last Star (Book 3),Rick Yancey,3.5,9780141345949,Teen-Young-Adult
29959,Wonderstruck,Brian Selznick,4.0,9780545027892,Teen-Young-Adult
29960,Alphabet Songs,Fiona Pritchard,4.0,9781862091979,Teen-Young-Adult
29961,The House of Hades (Heroes of Olympus Book 4),Rick Riordan,4.5,9780141339207,Teen-Young-Adult
29962,Little Prince,Antoine   Saint-Exupéry,4.5,9780156012195,Teen-Young-Adult
29963,Prodigy,Marie Lu,4.5,9780141339573,Teen-Young-Adult
29964,Frindle,Andrew Clements,4.0,9780689818769,Teen-Young-Adult
29965,Where She Went,Gayle Forman,4.0,9781849414289,Teen-Young-Adult
29966,Children's Picture Atlas,Ruth Brocklehurst,4.5,9780746047132,Teen-Young-Adult
29967,Weird But True!,National Geographic Kids,4.5,9781426305948,Teen-Young-Adult
29968,Fallen,Lauren Kate,3.5,9780552561730,Teen-Young-Adult
29969,The Heir,Kiera Cass,4.0,9780007580224,Teen-Young-Adult
29970,Mortal Coil,Derek Landy,4.5,9780007326013,Teen-Young-Adult
29971,Captain Underpants #4: Captain Underpants and the Perilous Plot of Professor Poopypants,Dav Pilkey,4.0,9780439049986,Teen-Young-Adult
29972,The Selection,Kiera Cass,4.0,9780007466696,Teen-Young-Adult
29973,Lego City: Calling All Cars! (Level 1),Sonia Sander,4.0,9780545155236,Teen-Young-Adult
29974,Oxford School Shakespeare: Romeo and Juliet,William Shakespeare,3.5,9780198321668,Teen-Young-Adult
29975,The Elite,Kiera Cass,4.0,9780007466702,Teen-Young-Adult
29976,Asterix: Asterix in Britain,Rene Goscinny,4.5,9780752866192,Teen-Young-Adult
29977,Bloodlines: The Indigo Spell (book 3),Richelle Mead,4.5,9780141337166,Teen-Young-Adult
29978,Twelve Garden Fairies Bookmarks,Darcy May,0.0,9780486401065,Teen-Young-Adult
29979,It's Perfectly Normal,Robie H Harris,4.0,9780763668723,Teen-Young-Adult
29980,Wings of Fire #7: Winter Turning,T  Tui Sutherland,4.5,9780545685399,Teen-Young-Adult
29981,A Court of Mist and Fury,Sarah J. Maas,4.5,9781619634466,Teen-Young-Adult
29982,The Asperkid's (Secret) Book of Social Rules,Jennifer Cook O'toole,4.0,9781849059152,Teen-Young-Adult
29983,Illuminae,Amie Kaufman,4.5,9780553499117,Teen-Young-Adult
29984,The Six of Crows Duology Boxed Set,Leigh Bardugo,5.0,9781250123565,Teen-Young-Adult
29985,The Kiss of Deception,Mary E. Pearson,4.0,9781250063151,Teen-Young-Adult
29986,Unravel Me,Tahereh Mafi,4.5,9780062085542,Teen-Young-Adult
29987,Escape From Mr. Lemoncello's Library,Chris Grabenstein,4.0,9780307931474,Teen-Young-Adult
29988,Bedtime Meditations for Kids,Christiane Kerr,4.5,9781901923902,Teen-Young-Adult
29989,365 Days of Wonder,R. J. Palacio,4.5,9780552572712,Teen-Young-Adult
29990,The Wrinkle in Time Quintet,Madeleine L'Engle,4.5,9780312373511,Teen-Young-Adult
29991,Lady Midnight,Cassandra Clare,4.5,9781471116612,Teen-Young-Adult
29992,When My Worries Get Too Big!,Kari Dunn Buron,4.0,9781937473808,Teen-Young-Adult
29993,Sisters,Raina Telgemeier,4.5,9780545540605,Teen-Young-Adult
29994,The Hobbit,J. R. R. Tolkien,4.5,9780007458424,Teen-Young-Adult
29995,Radio Silence,ALICE OSEMAN,4.0,9780007559244,Teen-Young-Adult
29996,National Geographic Kids Readers: Dinosaurs,National Geographic,4.0,9781426307751,Teen-Young-Adult
29997,Miss Peregrine's Peculiar Children Boxed Set,Ransom Riggs,4.5,9781594748905,Teen-Young-Adult
29998,The 7 Habits of Highly Effective Teens,Sean Covey,4.0,9781476764665,Teen-Young-Adult
29999,New Moon,Stephenie Meyer,3.5,9781907410499,Teen-Young-Adult
30000,The Mortal Instruments 2: City of Ashes,Cassandra Clare,4.0,9781406362176,Teen-Young-Adult
30001,Encyclopedia Prehistorica: Dinosaurs,Robert Sabuda,4.5,9780763622282,Teen-Young-Adult
30002,Captain Underpants #6: Captain Underpants & Big Bad Battle of Bionic Booger Boy Pt 1 Nostril Nugget,Dav Pilkey,4.0,9780439376105,Teen-Young-Adult
30003,Cool Down and Work Through Anger,Cheri J. Meiners,4.0,9781575423463,Teen-Young-Adult
30004,Girl Online,Zoe Sugg,3.5,9780141364155,Teen-Young-Adult
30005,The Feelings Book,Dr Lynda Madison,4.0,9781609581831,Teen-Young-Adult
30006,The Hunger Games Trilogy Box Set,Suzanne Collins,4.5,9780545265355,Teen-Young-Adult
30007,Thea Stilton: #5 Thea Stilton and the Mystery in Paris,Thea Stilton,4.5,9780545227735,Teen-Young-Adult
30008,Incredible You!,Dr. Wayne W. Dyer,4.5,9781401907822,Teen-Young-Adult
30009,Divergent,Veronica Roth,4.0,9780007420421,Teen-Young-Adult
30010,Mind Maps For Kids,Tony Buzan,4.0,9780007151332,Teen-Young-Adult
30011,The Witches,Roald Dahl,4.0,9780141365473,Teen-Young-Adult
30012,The Mortal Instruments 6: City of Heavenly Fire,Cassandra Clare,4.5,9781406355819,Teen-Young-Adult
30013,Bridge to Terabithia,Katherine Paterson,4.0,9780061227288,Teen-Young-Adult
30014,When Hitler Stole Pink Rabbit,Judith Kerr,4.0,9780142414088,Teen-Young-Adult
30015,Bloodlines: The Golden Lily (book 2),Richelle Mead,4.5,9780141337142,Teen-Young-Adult
30016,Step-by-Step Drawing Book,Fiona Watt,4.5,9781409565192,Teen-Young-Adult
30017,Tom's Midnight Garden,Philippa Pearce,4.0,9780192734501,Teen-Young-Adult
30018,Mortal Engines,Philip Reeve,4.0,9781407152134,Teen-Young-Adult
30019,The Crown,Kiera Cass,4.0,9780007580248,Teen-Young-Adult
30020,The World of David Walliams CD Story Collection,David Walliams,4.5,9780007536351,Teen-Young-Adult
30021,The Story of Art,Ernst H. Gombrich,4.0,9780714847030,Teen-Young-Adult
30022,Percy Jackson and the Greek Gods,Rick Riordan,4.5,9780141358680,Teen-Young-Adult
30023,Cabin Fever,Jeff Kinney,4.0,9781419702235,Teen-Young-Adult
30024,Queen of Shadows,Sarah J. Maas,4.5,9781619636040,Teen-Young-Adult
30025,George's Marvellous Medicine,Roald Dahl,4.0,9780141365503,Teen-Young-Adult
30026,Unite Me,Tahereh Mafi,4.0,9780062327963,Teen-Young-Adult
30027,The Sky Is Everywhere,Jandy Nelson,4.0,9781406354386,Teen-Young-Adult
30028,Clarice Bean: The Utterly Complete Collection,Lauren Child,4.5,9780763641153,Teen-Young-Adult
30029,L.A. Candy,Lauren Conrad,3.5,9780061767593,Teen-Young-Adult
30030,Ghosts,Raina Telgemeier,4.0,9780545540629,Teen-Young-Adult
30031,The Minpins,Roald Dahl,4.0,9780142414743,Teen-Young-Adult
30032,The Little House Books,Laura Ingalls Wilder,4.5,9780064400404,Teen-Young-Adult
30033,Crown of Midnight,Sarah J. Maas,4.5,9781619630628,Teen-Young-Adult
30034,Captain Underpants #8: Captain Underpants and the Preposterous Plight of Purple Potty People,Dav Pilkey,4.0,9780439376143,Teen-Young-Adult
30035,Bloodlines: The Fiery Heart (book 4),Richelle Mead,4.5,9780141350080,Teen-Young-Adult
30036,Let It Snow,John Green,4.0,9780142412145,Teen-Young-Adult
30037,Avatar: The Last Airbender# The Promise Part 1,Michael Dante DiMartino,4.0,9781595828118,Teen-Young-Adult
30038,The Kids' Guide to Staying Awesome and In Control,Lauren Brukner,4.5,9781849059978,Teen-Young-Adult
30039,Secret Treasure Box,Annie Barrows,4.5,9780811864954,Teen-Young-Adult
30040,A Court of Thorns and Roses 3,Sarah J. Maas,4.5,9781619634480,Teen-Young-Adult
30041,Heir of Fire,Sarah J. Maas,4.5,9781619630659,Teen-Young-Adult
30042,Walt Disney's Peter Pan (Disney Classic),Random House Disney,4.5,9780736402385,Teen-Young-Adult
30043,Island of the Blue Dolphins,Scott O'Dell,4.0,9780547328614,Teen-Young-Adult
30044,Pokemon Adventures Red & Blue Box Set,Hidenori Kusaka,4.5,9781421550060,Teen-Young-Adult
30045,Anna and the French Kiss,Stephanie Perkins,4.0,9780142419403,Teen-Young-Adult
30046,The Giraffe and the Pelly and Me,Roald Dahl,4.0,9780142413845,Teen-Young-Adult
30047,The Bane Chronicles,Cassandra Clare,4.0,9781406361322,Teen-Young-Adult
30048,Artemis Fowl,Eoin Colfer,4.0,9780141339092,Teen-Young-Adult
30049,The Story of the World: History for the Classical Child,Susan Wise Bauer,4.5,9781933339009,Teen-Young-Adult
30050,Kensuke's Kingdom,Michael Morpurgo,4.0,9781405221740,Teen-Young-Adult
30051,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,4.0,9780141439761,Teen-Young-Adult
30052,The Raven Cycle #1: The Raven Boys,Maggie Stiefvater,4.0,9780545424929,Teen-Young-Adult
30053,Crooked Kingdom,Leigh Bardugo,4.5,9781627792134,Teen-Young-Adult
30054,The Heroes of Olympus Paperback Boxed Set,Rick Riordan,4.5,9781484777923,Teen-Young-Adult
30055,Fantastic Beasts and Where to Find Them,J. K. Rowling,4.0,9781408880715,Teen-Young-Adult
30056,"Are You There, God? It's Me, Margaret",Judy Blume,4.0,9781447286813,Teen-Young-Adult
30057,Salt to the Sea,Ruta Sepetys,4.5,9780141347400,Teen-Young-Adult
30058,The Lost Stories (Ranger's Apprentice Book 11),John Flanagan,4.5,9780440869931,Teen-Young-Adult
30059,National Geographic Kids Readers: Sharks,National Geographic,4.0,9781426302862,Teen-Young-Adult
30060,Heidi,Johanna Spyri,4.0,9780141322568,Teen-Young-Adult
30061,See Inside Space,Katie Daynes,4.5,9780746087596,Teen-Young-Adult
30062,How to Train Your Dragon: How to Steal a Dragon's Sword,Cressida Cowell,4.5,9781444900941,Teen-Young-Adult
30063,The Flat Stanley Collection Box Set,Jeff Brown,4.0,9780061802478,Teen-Young-Adult
30064,The Jungle Book,Rudyard Kipling,4.0,9780141325293,Teen-Young-Adult
30065,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,4.0,9781783442010,Teen-Young-Adult
30066,Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,Dav Pilkey,4.5,9781407138299,Teen-Young-Adult
30067,Little Cloud,Eric Carle,4.0,9780698118300,Teen-Young-Adult
30068,Harry Potter and the Philosopher's Stone,J. K. Rowling,4.5,9781408855898,Teen-Young-Adult
30069,Sadako and the Thousand Paper Cranes,Eleanor Coerr,4.0,9780142401132,Teen-Young-Adult
30070,The One,Kiera Cass,4.0,9780007466719,Teen-Young-Adult
30071,Six of Crows,Leigh Bardugo,4.5,9781627792127,Teen-Young-Adult
30072,The Wrath and The Dawn,Renee Ahdieh,4.0,9780399171611,Teen-Young-Adult
30073,Girls Only! All About Periods and Growing-Up Stuff,Victoria Parker,4.0,9780340878286,Teen-Young-Adult
30074,Everything's Amazing (sort of),Liz Pichon,4.5,9781407124414,Teen-Young-Adult
30075,The Enid Blyton Faraway Tree & Wishing-Chair Collection,Enid Blyton,4.5,9780603568121,Teen-Young-Adult
30076,Way of the Ninja (Lego Ninjago: Reader),Greg Farshtey,4.0,9780545401135,Teen-Young-Adult
30077,Chinese Cinderella,Adeline Yen Mah,4.0,9780141304878,Teen-Young-Adult
30078,How to Train Your Dragon: How to Betray a Dragon's Hero,Cressida Cowell,4.5,9781444913989,Teen-Young-Adult
30079,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,Dav Pilkey,4.5,9781407138312,Teen-Young-Adult
30080,Jolly Phonics Wall Frieze,Christopher Jolly,3.5,9781870946322,Teen-Young-Adult
30081,A Christmas Carol,Charles Dickens,4.0,9780141324524,Teen-Young-Adult
30082,The Dangerous Book for Boys,Conn Iggulden,4.0,9780062208972,Teen-Young-Adult
30084,Puberty Girl,Shushann Movsessian,4.0,9781741141047,Teen-Young-Adult
30085,Sword Art Online 1: Aincrad (light novel),Reki Kawahara,4.5,9780316371247,Teen-Young-Adult
30086,The Royal Ranger (Ranger's Apprentice Book 12),John Flanagan,4.5,9780440869948,Teen-Young-Adult
30087,Bloodlines: Silver Shadows (book 5),Richelle Mead,4.5,9780141350189,Teen-Young-Adult
30088,The Chronicles of Narnia,C. S. Lewis,4.5,9780064409391,Teen-Young-Adult
30089,The Demigod Diaries (Heroes of Olympus),Rick Riordan,4.0,9780141344379,Teen-Young-Adult
30090,Asterix: Omnibus 2,Rene Goscinny,4.5,9781444004243,Teen-Young-Adult
30091,White Teeth,Zadie Smith,4.0,9780140276336,Teen-Young-Adult
30092,"A Smart Girl's Guide: Drama, Rumors & Secrets",Nancy Holyoke,4.0,9781609589035,Teen-Young-Adult
30093,James and the Giant Peach,Roald Dahl,4.0,9780141365459,Teen-Young-Adult
30094,Adventures of Ook and Gluk,Dav Pilkey,4.0,9780545385770,Teen-Young-Adult
30095,The Night Before Christmas,Clement C. Moore,4.5,9781604332445,Teen-Young-Adult
30096,Empire of Storms,Sarah J. Maas,4.5,9781619636071,Teen-Young-Adult
30097,Henderson's Boys: Grey Wolves,Robert Muchamore,4.0,9780340999165,Teen-Young-Adult
30098,Death Bringer,Derek Landy,4.5,9780007326037,Teen-Young-Adult
30099,Write and Draw Your Own Comics,Louie Stowell,4.5,9781409564256,Teen-Young-Adult
30100,Geronimo Stilton and the Kingdom of Fantasy (#1),Geronimo Stilton,4.5,9780545980258,Teen-Young-Adult
30101,National Geographic Kids Readers: Titanic,Melissa Stewart,4.5,9781426310591,Teen-Young-Adult
30102,Anne of Green Gables,L. M. Montgomery,4.0,9780147514004,Teen-Young-Adult
30103,The Phantom Tollbooth,Norton Juster,4.0,9780007263486,Teen-Young-Adult
30104,Treasury of Greek Mythology,Donna Jo Napoli,4.0,9781426308444,Teen-Young-Adult
30105,The Complete Wreck,Lemony Snicket,4.5,9780061119064,Teen-Young-Adult
30106,Between Shades Of Gray,Ruta Sepetys,4.5,9780141335889,Teen-Young-Adult
30107,Zac Power #1: Poison Island,H I Larry,4.0,9780312346591,Teen-Young-Adult
30108,Divergent Trilogy boxed Set (books 1-3),Veronica Roth,4.5,9780007538034,Teen-Young-Adult
30109,Snow White and the Seven Dwarfs (Disney Classic),Random House Disney,4.0,9780736421867,Teen-Young-Adult
30110,Three Dark Crowns,Kendare Blake,4.0,9781509804559,Teen-Young-Adult
30111,Treasure Island,Robert Louis Stevenson,4.0,9780141321004,Teen-Young-Adult
30112,Momo,Michael Ende,4.5,9780140317534,Teen-Young-Adult
30113,How To Speak Dragonese,Cressida Cowell,4.0,9780340999097,Teen-Young-Adult
30114,The Hitchhiker's Guide to the Galaxy,Douglas Adams,4.0,9780330508117,Teen-Young-Adult
30115,Lego Ninjago Reader: #2 Masters of Spinjitzu,Tracey West,4.0,9780545401142,Teen-Young-Adult
30116,The Battle of the Labyrinth,Rick Riordan,4.5,9781423101499,Teen-Young-Adult
30117,Rowan of Rin,Emily Rodda,4.0,9780060560713,Teen-Young-Adult
30118,The Famous Five Collection 2,Enid Blyton,4.5,9781444924848,Teen-Young-Adult
30119,The Red Pyramid (The Kane Chronicles Book 1),Rick Riordan,4.0,9780141325507,Teen-Young-Adult
30120,Harry Potter Hard Cover Boxed Set: Books #1-7,Rowling J K,4.5,9780545044257,Teen-Young-Adult
30121,Funniest Stories,Paul Jennings,4.0,9780670028900,Teen-Young-Adult
30122,How to Train Your Dragon: How To Cheat A Dragon's Curse,Cressida Cowell,4.0,9780340999103,Teen-Young-Adult
30123,How to Train Your Dragon: A Hero's Guide to Deadly Dragons,Cressida Cowell,4.0,9780340999134,Teen-Young-Adult
30124,Eleanor & Park,Rainbow Rowell,4.0,9781250012579,Teen-Young-Adult
30125,Tuck Everlasting,Natalie Babbitt,4.0,9780312369811,Teen-Young-Adult
30126,Botanicum,Kathy Willis,4.5,9781783703944,Teen-Young-Adult
30127,Oakleaf Bearers (Ranger's Apprentice Book 4),John Flanagan,4.5,9780440867418,Teen-Young-Adult
30128,I Shall Wear Midnight,Terry Pratchett,4.5,9780552555593,Teen-Young-Adult
30129,Puberty Boy,Geoff Price,4.0,9781741145632,Teen-Young-Adult
30130,Brisingr,Christopher Paolini,4.0,9780552559966,Teen-Young-Adult
30131,World After,Susan Ee,4.0,9781477817285,Teen-Young-Adult
30132,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,4.0,9780141315980,Teen-Young-Adult
30133,Speak,Laurie Halse Anderson,4.0,9780312674397,Teen-Young-Adult
30134,"The Scorch Trials (Maze Runner, Book Two)",James Dashner,4.0,9780385738767,Teen-Young-Adult
30135,Divergent Series Box Set (books 1-4 plus World of Divergent),Veronica Roth,4.0,9780007591374,Teen-Young-Adult
30136,Goodnight Mister Tom,Michelle Magorian,4.5,9780141354804,Teen-Young-Adult
30137,The Throne of Fire (The Kane Chronicles Book 2),Rick Riordan,4.0,9780141335674,Teen-Young-Adult
30138,War Horse,Michael Morpurgo,4.0,9780439796644,Teen-Young-Adult
30139,Shadow,Michael Morpurgo,4.0,9780007339617,Teen-Young-Adult
30140,Extremely Loud and Incredibly Close,Jonathan Safran Foer,4.0,9780141012698,Teen-Young-Adult
30141,A Monster Calls,Patrick Ness,4.5,9781406339345,Teen-Young-Adult
30142,CHERUB: People's Republic,Robert Muchamore,4.0,9780340999202,Teen-Young-Adult
30143,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E L Konigsburg,4.0,9780689853548,Teen-Young-Adult
30144,Magical Holiday Boxed Set (Rainbow Magic),Daisy Meadows,3.5,9780545357791,Teen-Young-Adult
30145,Fangirl,Rainbow Rowell,4.0,9781250030955,Teen-Young-Adult
30146,Zac Power #2: Deep Waters,H I Larry,4.0,9780312346553,Teen-Young-Adult
30147,Jolly Phonics Magnetic Letters,Sue Lloyd,4.5,9781844141722,Teen-Young-Adult
30148,Poison Study,Maria V. Snyder,4.0,9781848452398,Teen-Young-Adult
30149,Stormbreaker,Anthony Horowitz,4.0,9781406360196,Teen-Young-Adult
30150,Inheritance,Christopher Paolini,4.0,9780552560252,Teen-Young-Adult
30151,Catching Fire,Suzanne Collins,4.5,9781407157870,Teen-Young-Adult
30152,Alice in Wonderland,Lewis Carroll,4.0,9780486275437,Teen-Young-Adult
30153,Rebel of the Sands,Alwyn Hamilton,4.0,9780571325252,Teen-Young-Adult
30154,Harriet the Spy,Louise Fitzhugh,4.0,9780440416791,Teen-Young-Adult
30155,Captain Underpants #7: Captain Underpants & Big Bad Battle of Bionic Booger Boy Pt 2 Robo-Boogers,Dav Pilkey,4.0,9780439376129,Teen-Young-Adult
30156,Torment,Lauren Kate,4.0,9780552561808,Teen-Young-Adult
30157,The Third Wheel,Jeff Kinney,4.0,9781419705847,Teen-Young-Adult
30158,Magnus Chase and the Hammer of Thor (Book 2),Rick Riordan,4.5,9780141342559,Teen-Young-Adult
30159,Lift the Flap Picture Atlas,Alex Frith,4.5,9780746098479,Teen-Young-Adult
30160,The Last Olympian (Percy Jackson & the Olympians # 5),Rick Riordan,4.5,9781423101505,Teen-Young-Adult
30161,Number the Stars,Lois Lowry,4.0,9780007395200,Teen-Young-Adult
30162,Asterix: Omnibus 3,Rene Goscinny,4.5,9781444004755,Teen-Young-Adult
30163,Harry Potter y la piedra filosofal,Joanne K. Rowling,4.5,9788498382662,Teen-Young-Adult
30164,"Oxford Primary Grammar, Punctuation and Spelling Dictionary",Oxford Dictionaries,4.5,9780192734211,Teen-Young-Adult
30165,Captain Underpants #3: Captain Underpants & the Invasion of the Incredibly Naughty Cafeteria Ladies,Dav Pilkey,4.0,9780439049962,Teen-Young-Adult
30166,Harry Potter Und Der Stein Der Weisen,J. K. Rowling,4.5,9783551354013,Teen-Young-Adult
30167,The Iron Man,Ted Hughes,4.0,9780571226122,Teen-Young-Adult
30168,Murder Most Unladylike,Robin Stevens,4.0,9780141369761,Teen-Young-Adult
30169,Little House on the Prairie,Laura Ingalls Wilder,4.0,9780064400022,Teen-Young-Adult
30170,Three Cups of Tea,Greg Mortenson,3.5,9780142414125,Teen-Young-Adult
30171,The Indian in the Cupboard,Lynne Reid Banks,4.0,9780375847530,Teen-Young-Adult
30172,The Everything Kids' Science Experiments Book,Tom Robinson,4.0,9781580625579,Teen-Young-Adult
30173,Unreal!,Paul Jennings,4.0,9780140370997,Teen-Young-Adult
30174,Adventures of Tintin 3 Complete Adventures in 1 Volume: WITH Cigars of the Pharaoh AND The Blue Lotus,Herge,4.0,9780316359405,Teen-Young-Adult
30175,Small Steps,Louis Sachar,3.5,9780747583455,Teen-Young-Adult
30176,Cinder,Marissa Meyer,4.0,9780312641894,Teen-Young-Adult
30177,Oxford Phonics Spelling Dictionary,Roderick Hunt,4.0,9780192734136,Teen-Young-Adult
30178,The Mysterious Benedict Society,Trenton Lee Stewart,4.0,9780316003957,Teen-Young-Adult
30179,Vampire Academy: Spirit Bound (book 5),Richelle Mead,4.5,9780141331874,Teen-Young-Adult
30180,My Best Mathematical and Logic Puzzles,Martin Gardner,4.0,9780486281520,Teen-Young-Adult
30181,Double Dork Diaries,Rachel Renee Russell,4.5,9780857072184,Teen-Young-Adult
